titolare	domanda_id	database
MAGNANI LUIGI MANTOVA PRANDI LUIGI MANTOVA TRIVA GIORGIO MANTOVA RODELLA GIOVANNI BRESCIA CITTERIO FRANCESCO COMO	4753	itapat_1979_1
FERRARESI VITTORIO	410	itapat_1990_169
BOTTA LUIGI	352	itapat_1990_53
RUGGERI ANTONIO	488	itapat_1990_159
SIRCHI CARLO PELLECCHIA ENRICO CANTU' COMO CAZZANIGA ITALO MONTICELLO BRIANZA COMO	6747	itapat_1977_3
ITIC INDUSTRIA TESSILI ITALIANE COMO DI FOSSATI GIOVANNA A COMO	8118	itapat_1969_1
REAL S.A.S. DI ALBERTO REINER CANTU' COMO	4643	itapat_1980_3
OSTINELLI GIUSEPPE A COMO	5791	itapat_1970_2
POZZONI GIUSEPPE BRIVIO COMO	1022	itapat_1979_3
PANZERI MARIO CIVATE COMO	4427	itapat_1977_3
SCACCHI MARIO VILLAGUARDIA COMO	4806	itapat_1978_3
BERETTA ACHILLE BARZAGO COMO	3238	itapat_1982_1
GATTI GIOVANNI A COMO	2644	itapat_1971_4
AGUGLIA EMILIO A COMO PEDUZZI GIUSEPPE A CAPIAGO INTIMIANO COMO	2415	itapat_1983_1
MARTEGANI ANGELO BIANCHI FRISONI BRUNO MAURIZIO LEZZENO COMO	3513	itapat_1987_3
LOCATELLI MARCO LECCO COMO	5893	itapat_1979_2
PANDOLFI ARNALDO MILANO TAROCCO PIETRO TURCONI ALBERTO CARONNO PERTUSELLA VARESE CATTANEO GIANLUIGI LANZO D'INTELVI COMO	3697	itapat_1982_1
ILENAIG S.A.S. DI GIANNELLI GIUSEPPE E C.	869	itapat_1990_143
CATTIVELLI ROBERTO ERBA COMO	3202	itapat_1978_1
CATTANEO GIAMPAOLO A COMO	2075	itapat_1970_3
BIANCHI GIANLUIGI MEZZEGRA COMO	2383	itapat_1979_2
BIONDI GIANLUIGI	80	itapat_1990_99
BOTTA LUIGI	94	itapat_1990_58
MARELLI ERNESTO	596	itapat_1990_44
VISMARA ANGELO MARIANO COMENSE COMO	1224	itapat_1981_2
RIGO MARIO ERBA COMO	6643	itapat_1979_1
ARNABOLDI ENRICO A PRESTINO DI COMO	4489	itapat_1974_3
RE CESARE CANTU' COMO	4044	itapat_1980_3
SCACCHI MARIO VILLAGUARDIA COMO	742	itapat_1980_3
PAOLO REBAI	629	itapat_1990_184
FERRARESI VITTORIO	872	itapat_1990_194
GIGRI FUMAGALLI FRANCESCO LECCO COMO	2986	itapat_1978_2
BIANCHI GIANLUIGI MEZZEGRA COMO	1640	itapat_1980_2
GUZZETTI DI GUZZETTI FRANCO MARIO E C. S.N.C. TURATE COMO	4489	itapat_1980_3
TRAFILERIA GIUSEPPE PASSERINI E C. S.P.A. DOLZAGO COMO	1042	itapat_1988_2
GATTI GIOVANNI A COMO	2419	itapat_1970_2
COMOTTI PRIMO LAGLIO COMO	6014	itapat_1978_3
R.D.B. DI BERETTA GIOVANNI E C. S.A.S. VIGANO' BRIANZA COMO	570	itapat_1977_3
ARTMA DI MASCIOCCHI ANGELO COMO	903	itapat_1978_2
COLOMBO GIOVANNI INVERIGO COMO	3379	itapat_1981_3
REAL DI ALBERTO REINER S.A.S. CANTU' COMO	3355	itapat_1980_2
COLOMBO LUIGIA MARIANO COMENSE COMO	1202	itapat_1988_1
MONDELLI CLAUDIO	432	itapat_1990_172
R.D.N. DI BERETTA GIOVANNI E C. S.A.S. VIGANO' BRIANZA COMO	4317	itapat_1977_2
SCACCHI MARIO VILLAGUARDIA COMO	1919	itapat_1982_1
GATTI GIOVANNI A COMO	3404	itapat_1972_2
VALSECCHI CARLO PIATTI FRANCO BIANCHI BAZZI GIUSEPPE COLICO COMO	3496	itapat_1982_2
POZZI GIANPAOLO COLICO COMO	3635	itapat_1978_3
MASCETTI LUIGI E COLOMBO GIOVANNI A COMO	57	itapat_1971_1
BIONDI GIANLUIGI	259	itapat_1990_80
RIGAMONTI FRANCO CERMENATE COMO	581	itapat_1981_1
BOTTA LUIGI	351	itapat_1990_53
REAL DI ALBERTO REINER E C. S.A.S. CANTU' COMO	1420	itapat_1981_1
ARTMA DI ANGELO MASCIOCCHI	910	itapat_1990_10
GIUSSANI ALBERTO A VIA PORRO 2	1483	itapat_1986_2
PIROVANO MARIO PEREGO COMO	1538	itapat_1979_1
RE CESARE CANTU' COMO	2020	itapat_1980_1
REAL S.A.S. DI ALBERTO REINER CANTU' COMO	2711	itapat_1980_3
MENICHINI CARLO MERATE COMO	4847	itapat_1979_1
POZZI GIANPAOLO COLICO COMO	3636	itapat_1978_3
COLOMBO ALBERTO EUPILIO COMO	2388	itapat_1980_3
A COMO OSTINELLI GIUSEPPE	5793	itapat_1970_2
OSTINELLI GIUSEPPE A COMO	5792	itapat_1970_2
GUZZETTI DI GUZZETTI FRANCO MARIO E C. S.N.C. TURATE COMO	4488	itapat_1980_3
BIANCHI MASSIMILIANO GRAVEDONA COMO	3307	itapat_1979_1
GARGANI PIETRO MILANO MOLINARI EGIDIO LONGONE AL SEGRINO COMO REINER ALBERTO COMO	367	itapat_1981_1
PANDOLFI ARNALDO MILANO TAROCCO PIETRO TURCONI ALBERTO CARONNO PERTUSELLA VARESE CATTANEO LUIGI LANZO D'INTELVI COMO	1392	itapat_1982_1
FERRARESI VITTORIO	574	itapat_1990_191
REAL S.A.S. DI ALBERTO REINER CANTU' COMO	4642	itapat_1980_3
A COMO MASCETTI LUIGI E COLOMBO GIOVANNI	4237	itapat_1968_3
BRUSADELLI GIANMARCO E COLOMBO CARLO ABBADIA LARIANA COMO	5961	itapat_1977_1
GIOVANNELLI GIUSEPPE CASTELLO BRIANZA COMO	2378	itapat_1987_3
SCACCHI MARIO VILLAGUARDIA COMO	3323	itapat_1977_3
MAURI CARLO ENRICO ANGELO	9	itapat_1990_129
SCACCHI MARIO VILLAGUARDIA COMO BOLLINI DANTE OLTRONA DI S. MAMETE COMO	727	itapat_1977_1
PANDOLFI ARNALDO MILANO TAROCCO PIETRO TURCONI ALBERTO CARONNO PERTUSELLA VARESE CATTANEO GIANLUIGI LANZO D'INTELVI COMO	3687	itapat_1982_1
PANDOLFI ARNALDO MILANO TAROCCO PIETRO TURCONI ALBERTO CARONNO PERTUSELLA VARESE CATTANEO GIANLUIGI LANZO D'INTELVI COMO	3686	itapat_1982_1
BALOTELLI GIUSEPPE	530	itapat_1990_190
BALOTELLI GIUSEPPE A CONCESIO BRESCIA	723	itapat_1987_1
GREGORELLI ROBERTO	888	itapat_1990_109
BALOTELLI GIUSEPPE	104	itapat_1990_120
BALOTELLI GIUSEPPE	343	itapat_1990_94
BALOTELLI GIUSEPPE	285	itapat_1990_34
FERRARI GIOVANNI	533	itapat_1990_65
GREGORELLI ROBERTO	887	itapat_1990_109
MARINELLI FERDINANDO	615	itapat_1990_110
BERGAMASCHI PAOLO	535	itapat_1990_96
LIMONTA ANTONIO LIMONTA LUCIANO A CONCOREZZO MILANO	1533	itapat_1984_2
NASTRIFICIO PAOLO BRAMBILLA DI BRAMBILLA FELICE A CONCOREZZO MILANO	3662	itapat_1969_1
ROVELLI CLAUDIO A CONCOREZZO MILANO	395	itapat_1971_3
GALLI GIULIANO A CONCOREZZO MILANO RECCAGNI ROBERTO A MILANO	2641	itapat_1984_1
NASTRIFICIO PAOLO BRAMBILLA DI FELICE BRAMBILLA A CONCOREZZO MILANO	3358	itapat_1972_3
QUAGLIA GIOVANNI GIUSEPPE PROGETTAZIONI INDUSTRIALI A CONDOVE TORINO	7219	itapat_1978_2
GARIBOLDI FRANCO	582	itapat_1990_13
ROSSI IVANO A CONEGLIANO TREVISO	511	itapat_1980_1
FRARE ALBERTO	196	itapat_1990_159
MAZZA PAOLO	340	itapat_1990_59
MILANI BRUNO	328	itapat_1990_13
MARTINO LUIGI A CONVERSANO,BARI	1573	itapat_1985_2
LACALANDRA ANTONIO A CONVERSANO BARI	4918	itapat_1970_2
SACCHETTI ANTONIO	352	itapat_1990_184
LEO GIUSEPPE A COPERTINO LECCE	2769	itapat_1981_1
GARAVELLI GIUSEPPE A COPPARO (FERRARA)	1288	itapat_1981_3
BOBBIESI GIUSEPPE	843	itapat_1990_99
FRANZONI MARIO	318	itapat_1990_38
FRANZONI MARIO	319	itapat_1990_38
BOBBIESI GIUSEPPE	642	itapat_1990_100
BOCCI ANNA A CORCIANO PERUGIA	1128	itapat_1969_4
BOCCI ANNA A CORCIANO PERUGIA	1890	itapat_1969_3
MARCHETTI FRANCO	952	itapat_1990_106
BOCCI ANNA A CORCIANO PERUGIA	7856	itapat_1969_3
BOCCI ANNA A CORCIANO PERUGIA	35	itapat_1970_1
ELLESE SURF S.P.A. A ELLERA UMBRA PERUGIA SOTTOCORNO ANDREA A CONCOREZZO MILANO	2290	itapat_1984_3
BORSARI ALBERTO GIORGIO	136	itapat_1990_144
BIANCHI LORENZO	639	itapat_1990_95
BIANCHI LORENZO	521	itapat_1990_29
BIANCHI LORENZO A CORI LATINA	4584	itapat_1975_3
BIANCHI LORENZO	673	itapat_1990_25
BIANCHI LORENZO	857	itapat_1990_16
BIANCHI LORENZO A CORI LATINA	933	itapat_1980_1
BRUNO FRANCESCO	963	itapat_1990_155
DE PALMA GIUSEPPE A CORMANO MILANO	4072	itapat_1971_3
MILANI TRASINCAR DI VITTORIO MILANI A CORMANO MILANO	7559	itapat_1975_3
DE PALMA GIUSEPPE A CORMANO, MILANO	3844	itapat_1972_1
SECCHI ANGELO	835	itapat_1990_43
LUCIANO ANTONIO	552	itapat_1990_78
GIANELLI GIUSEPPE VITTORIO	52	itapat_1990_48
CATTANEO MAURIZIO	954	itapat_1990_76
COMI ROBERTO	652	itapat_1990_87
FUMANELLI GIUSEPPE A CORNAREDO MILANO	1273	itapat_1984_2
COLOMBO STEFANO	16	itapat_1990_155
FUMANELLI GIUSEPPE A CORNAREDO MILANO ROSSI ADOLFO A SETTIMO MILANESE MILANO	3249	itapat_1984_1
COLOMBO STEFANO	556	itapat_1990_121
VISCAR DI VISCONTI CARLO DI MUSITELLI ELVIRA E C. S.N.C. A CORNATE D'ADDA MILANO FERRINOX DI PASSOLUNGHI GAETANO E ALBERTO S.N.C. A COLOGNO MONZESE MILANO	678	itapat_1986_1
SCOTTI ALDO E SCOTTI MARIO A CORNATE D ADDA MILANO	2299	itapat_1970_2
ORLANDI FRANCESCO	849	itapat_1990_65
SP.AL S.N.C. DI SPAGGIARI TERZINO E ALBERTI ALBERTO A CORREGGIO REGGIO EMILIA	7590	itapat_1969_1
MAGNANI GIANCARLO A FOSDONDO DI CORREGGIO EMILIA REGGIO EMILIA SASSI PIERINO	1113	itapat_1979_2
CORRADI PAOLO	320	itapat_1990_136
2 GR DI GOBBI LUCIANO & C. S.N.C.	797	itapat_1990_150
CERRI GIOVANNI	367	itapat_1990_4
CASALI GIORGIO A CORREGGIO REGGIO EMILIA C.E.G. SOC.DI FATTO DI MESSORI ENZO..MESSORI GIANCARLO..SASSI	4211	itapat_1976_2
SP.AL. S.N.C. DI SPAGGIARI TERZINO E ALBERTI ALBERTO A CORREGGIO REGGIO EMILIA	7591	itapat_1969_1
PRANDINI PAOLO	196	itapat_1990_180
CORRADI PAOLO	165	itapat_1990_135
PIGOZZI GABRIELE A CORREGGIO RE	208	itapat_1985_3
ZANICHELLI ROBERTO, CATTINI RINO E BIZZARRI FRANCO A CORREGGIO, REGGIO EMILIA	5729	itapat_1974_3
TORNAGHI ANGELO A CORREZZANA MILANO TORNAGHI GIANCARLO A SOVICO MILANO	6396	itapat_1970_4
VITALI LUIGI A CORRIDONIA MACERATA	4135	itapat_1980_2
VITALI LUIGI A CORRIDONIA (MACERATA)	2826	itapat_1982_2
SPALLETTI PAOLO	152	itapat_1990_37
RUSSO ANTONIO	823	itapat_1990_30
SACCHI GIUSEPPE E SACCHI GINO A CORSICO MILANO	4351	itapat_1968_1
SACCHI GIUSEPPE E SACCHI GINO A CORSICO MILANO	1554	itapat_1968_2
SACCHI GIUSEPPE E SACCHI GINO A CORSICO MILANO	1556	itapat_1968_2
SACCHI GIUSEPPE E SACCHI GINO A CORSICO MILANO	1555	itapat_1968_2
CREMONESI LUCIANO BENIGNO	792	itapat_1990_150
RECROSIO ERNESTO	440	itapat_1990_186
ORSI GIULIO A CORTEMAGGIORE PIACENZA	2030	itapat_1972_2
BELLONI CARLO A CORTINA D AMPEZZO, BELLUNO	5574	itapat_1972_3
BELLONI CARLO A CORTINA BELLUNO	8083	itapat_1969_1
BELLONI CARLO A CORTINA D AMPEZZO BELLUNO	5937	itapat_1975_3
DANDREA MAURO	541	itapat_1990_137
BELLONI CARLO A CORTINA D AMPEZZO, BELLUNO	1558	itapat_1972_1
BELLONI CARLO A CORTINA D AMPEZZO, BELLUNO	3809	itapat_1971_3
ROSSI ANDREA	940	itapat_1990_169
GIANNELLI GIUSEPPE A COSENZA	1898	itapat_1974_3
DE SANTIS SALVATORE	519	itapat_1990_45
COSTA MAURIZIO ROSARIO	837	itapat_1990_179
GIANNELLI GIUSEPPE A COSENZA	928	itapat_1970_2
GIANNELLI GIUSEPPE A COSENZA	914	itapat_1974_3
DE LUCA LUIGI	988	itapat_1990_90
BRAMBATI MARIO A COSSATO, VERCELLI	8071	itapat_1974_2
BOLLI GIUSEPPE A COSSATO VERCELLI	1044	itapat_1984_2
FUMAGALLI GIANCARLO FUMAGALLI SERGIO FUMAGALLI ABRAMO FUMAGALLI CLAUDIO A BULCIAGO COMO FUMAGALLI OTTAVIO A COSTA MASNAGA COMO	7568	itapat_1974_3
TESSITURA LUIGI DONGHI E C. SOC.N.COLL. A COSTAMASNAGA COMO	4990	itapat_1968_4
CONTI ANDREA	53	itapat_1990_108
MINELLI MARCO A COSTA SERINA BERGAMO	2974	itapat_1968_2
DE GOBBI GRAZIANO A COSTABISSARA VICENZA	2012	itapat_1971_4
BURATO PIERO CLAUDIO	605	itapat_1990_137
SVEL DI CORATO ANTONIO A CREAZZO (VICENZA)	1269	itapat_1988_2
BELOTTI LUIGIA	674	itapat_1990_45
MARTINELLI MARIA LUISA	323	itapat_1990_51
ROSSI ERCOLE ROSSI SERGIO CREMA	2721	itapat_1988_1
PMI AUTOMAZIONE DI ROSSI MARIO & C.S.A.S.	464	itapat_1990_128
CHERUBINI CLAUDIO	106	itapat_1990_141
TOMASINI LUCIANO	957	itapat_1990_113
BERTOLI ALESSANDRO	134	itapat_1990_96
A S. GIORGIO A CREMANO NAPOLI FALCO ALBERTO	2522	itapat_1982_2
FERRARI PAOLO A CREMA CREMONA	1671	itapat_1986_2
MARTINELLI MARIA LUISA	251	itapat_1990_44
SPAZIO CAD DI CATTANEO GIORGIO E C.S.A.S.	36	itapat_1990_159
BRUNI FRANCO	958	itapat_1990_2
CACCIALANZA MARIO A CREMONA	4416	itapat_1969_2
MERLINI GIOVANNI	990	itapat_1990_173
BRUNELLI FERDINANDO A CREMONA	588	itapat_1968_3
STORTI S.N.C. DI STORTI GIUSEPPE E GIANCARLO MOTTA BALUFFI CREMONA	7715	itapat_1976_3
ROSSI ERCOLE ROSSI SERGIO CREMA CREMONA	514	itapat_1988_1
CACCIALANZA MARIO A CREMONA	6499	itapat_1972_1
FRANCO REPELLINI CESARE	69	itapat_1990_128
VAILATI EUGENIO E LUCCHI GIOVANNI CREMA CREMONA	4445	itapat_1980_2
TEDESCHI MARCO	748	itapat_1990_8
BRUNELLI FERDINANDO A CREMONA	3062	itapat_1969_4
CLERICI FRANCO FORMIGARA CREMONA ROSSI GIUSEPPE S. BASSANO CREMONA	1146	itapat_1978_1
CACCIALANZA MARIO A CREMONA	8394	itapat_1969_2
MUSELLI GIUSEPPE A S. BASSANO CREMONA ZECCHINI MICHELE A MILANO	4837	itapat_1980_1
BARONI GIOVANNI BATTISTA MONTODINE CREMONA	3989	itapat_1980_3
FERRARI MASSIMO & C. S.A.S.	638	itapat_1990_177
GRANDI MARIO A CREMONA	6649	itapat_1972_1
ROSSI GIUSEPPE S. BASSANO CREMONA	5770	itapat_1979_2
CACCIALANZA MARIO A CREMONA	3307	itapat_1968_4
FRANCO REPELLINI CESARE	975	itapat_1990_158
BRUZZI DOMENICO	705	itapat_1990_128
FERRARI CLAUDIO A CRESPADORO VICENZA	934	itapat_1985_1
FERRARI CLAUDIO A CRESPADORO VICENZA	1780	itapat_1985_2
ZERBINI MAURIZIO	253	itapat_1990_184
L.F.T. LAVORAZIONI FABBRICAZIONI TECNICHE DI LODOVELLI GIUSEPPE E C. S.N.C.	942	itapat_1990_176
CADORE ROBERTO A CREVALCORE BOLOGNA	8977	itapat_1974_2
CADORE ROBERTO( ) A CREVALCORE BOLOGNA ( )CHE HA ATTRIBUITO IL DIRITTI PA TRIMONIALI SUL BREVETTO ALLA DITTA	3267	itapat_1975_3
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO VENEZIA	1550	itapat_1985_2
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	1045	itapat_1986_2
CALABRIGO GIOVANNI BATTISTA	755	itapat_1990_103
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	1599	itapat_1984_2
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO CROCETTA DEL MONTELLO TREVISO	618	itapat_1985_2
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	978	itapat_1985_1
CALABRIGO GIOVANNI BATTISTA	730	itapat_1990_87
CALABRIGO GIOVANNI BATTISTA A CROCETTA DI MONTELLO TREVISO	2400	itapat_1985_2
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	2496	itapat_1985_1
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	579	itapat_1986_2
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	3322	itapat_1984_3
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	2425	itapat_1986_1
CALABRIGO GIOVANNI BATTISTA A FR.CIANO CROCETTA DEL MONTELLO TR	2177	itapat_1984_2
CALABRIGO GIOVANNI BATTISTA	754	itapat_1990_103
CALABRIGO GIOVANNI BATTISTA	181	itapat_1990_61
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO,TREVISO	2648	itapat_1985_1
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	180	itapat_1985_1
CALABRIGO GIOVANNI BATTISTA	267	itapat_1990_161
CALABRIGO GIOVANNI BATTISTA A CROCETTA DEL MONTELLO TREVISO	525	itapat_1984_3
ASCORTI F A P SNC FABBR.ARTIG.PIPE DI ASCORTI ROBERTO E C. A CUCCIAGO CO	1865	itapat_1984_3
ROSSI ENRICO A CUGGIONO MILANO	1936	itapat_1968_1
TORTI PIERALBERTO A CUMIANA TORINO E MARCHESI ROBERTO AD ASIAGO VICENZA	2582	itapat_1988_2
PISCITELLI GIUSEPPE	48	itapat_1990_93
ING. GIORGIO PISANI	97	itapat_1990_53
FONTANA ROBERTO A CUMIANA TORINO	1399	itapat_1986_2
SBORDONI ROBERTO	217	itapat_1990_5
LODINI PAOLO	498	itapat_1990_45
INVERNIZZI ITALO	261	itapat_1990_96
CONTI BRUNO A CUNICO ASTI	1674	itapat_1982_3
RIVA SERGIO A CUORGNE TORINO TORINO	2499	itapat_1985_2
DI FIORE GIORGIO E DI FIORE ALESSANDRO A CUPRA MARITTIMA (ASCOLI PICENO)	412	itapat_1982_2
RICCI STEFANO	656	itapat_1990_128
PREVITALI VINCENZO	966	itapat_1990_6
NICOLETTI REMO NICOLETTI PIERINO NICOLETTI GUIDO A CURTAROLO PADOVA	965	itapat_1976_3
OFFICINE ROSSI DI ROSSI ENRICO & C.SNC	865	itapat_1990_53
MAGISTRELLI ROBERTO	270	itapat_1990_75
OFFICINA MECCANICA GIUSEPPE BOLLINI DI SERGIO BOLLINI A CUSAGO MILANO	1616	itapat_1987_2
ING.L.DOLCI S.P.A. A CUSANO MILANINO MILANO DARIO BRAMBILLA A NOVARA	1173	itapat_1986_2
MESSINA AURELIO	13	itapat_1990_189
CROCE ENRICO	583	itapat_1990_47
NAVA GIORGIO A CUSANO MILANINO MILANO	556	itapat_1985_1
MESSINA AURELIO	444	itapat_1990_105
MESSINA AURELIO	547	itapat_1990_133
DONZELLI PIERANGELO	472	itapat_1990_57
NAVA GIORGIO A CUSANO MILANINO MILANO	555	itapat_1985_1
DI PAOLA FRANCESCO A DAGNENTE DI ARONA NOVARA	120	itapat_1984_2
BANFI LUIGI	816	itapat_1990_187
FERRI DARIO	343	itapat_1990_159
BERARDELLI CLAUDIO FRANCESCO	453	itapat_1990_9
DONATI GIANCARLO A DARFO BRESCIA	2910	itapat_1969_2
DONATI GIANCARLO A DARFO BRESCIA	7014	itapat_1973_3
DONATI GIANCARLO A DARFO BRESCIA	2449	itapat_1971_1
LEONI RENATO ANGONE DI DARFO BOARIO TERME BRESCI	2912	itapat_1987_3
LEONI RENATO ANGONE DI DARFO BOARIO TERME BRESCI	2752	itapat_1987_3
COLOMBO GIOVANNI SRL	665	itapat_1990_174
TOMASSETTI ROBERTO	727	itapat_1990_115
CARBONI PAOLO A DECIMOMANNU CAGLIARI CAU MAURO A GUSPINI CAGLIARI S.S. 130 STATALE INGLESIENTE VIA ORISTANO 65	1149	itapat_1981_1
SCERRA GIUSEPPE	345	itapat_1990_78
POZZI GIUSEPPE A CORENNO PLINIO COMO	683	itapat_1968_3
VITALI LUIGI	477	itapat_1990_48
POZZI GIUSEPPE A CORENNO PLINIO COMO	1777	itapat_1968_1
LEONE PAOLO A DESANA, VERCELLI	5732	itapat_1972_4
LEONE PAOLO A DESANA, VERCELLI	971	itapat_1971_3
FERRARI LORENZO	943	itapat_1990_66
FERRARI LORENZO	118	itapat_1990_48
CHIAPPINI MARIO	502	itapat_1990_168
TAGINI GIANCARLO	279	itapat_1990_134
CREMONINI BRUNO A DESENZANO DEL GARDA BRESCIA	5211	itapat_1971_4
FERRARI LORENZO	92	itapat_1990_82
TAGINI GIANCARLO	623	itapat_1990_124
FERRARI LORENZO	186	itapat_1990_2
TENERELLI ENZO	986	itapat_1990_53
ALBERTI MARIO A DESIO MILANO	36	itapat_1972_2
CAZZANIGA ANNAMARIA A DESIO MILANO	1440	itapat_1969_4
ANTARES S.A.S. DI CORRADI VINCENZO & C.	595	itapat_1990_161
O.M.M. S.A.S DELL'ING. ROBERTO MARIANI & C.	434	itapat_1990_195
ALLIEVI GIUSEPPE A DESIO MILANO	3192	itapat_1970_4
MASCHERONI ANGELO A DESIO MILANO	5754	itapat_1972_1
MARIANI PIERO A DESIO MILANO	4990	itapat_1976_2
FIGLI DI VILLA MARIO DI VILLA EZIO E C. S.D.F. A DESIO MILANO	2566	itapat_1980_1
O.M.M. S.A.S DELL'ING. ROBERTO MARIANI & C.	188	itapat_1990_187
RADICE ERNESTO GARBAGNATI GIUSEPPE CAIMI EUGENIO RADICE GIUSEPPE A DESIO MILANO	2091	itapat_1985_3
ALBERTI MARIO A DESIO, MILANO	1881	itapat_1973_3
ALBERTI MARIO A DESIO, MILANO	3976	itapat_1970_4
MOBILIFICI D ARTE GIOVANNI FRIGERIO A DESIO MILANO	4556	itapat_1969_2
FERRI GIUSEPPE A DESIO MILANO	7959	itapat_1974_1
O.M.M. S.A.S DELL'ING. ROBERTO MARIANI & C.	349	itapat_1990_193
DONINI MASSIMO GIANFRANCO	27	itapat_1990_181
SANTONI SERSE A DICOMANO, FIRENZE SITTA GIANCARLO A MODENA CORTI GIORGIO A FIRENZE	897	itapat_1970_4
ROSSI FRANCO,DICOMANO FI VIA V.VENETO, 99 TORRINI FRANCO,FIRENZE	307	itapat_1983_3
GUZZINI STEFANO	829	itapat_1990_162
FUMAGALLI STEFANO A DOLZAGO COMO	5732	itapat_1968_2
VISMARA PAOLO	831	itapat_1990_159
VISMARA PAOLO	816	itapat_1990_131
CATTANEO E PANZERI A DOLZAGO COMO E CASATI CARLO E C. A RESCALDINA MILANO	7856	itapat_1973_2
TRAFILERIA GIUSEPPE PASSERINI & C.S.P.A.	566	itapat_1990_53
LASER SERVICE S.N.C. DI CIOTTI IVAN & MARIO BRUNO	599	itapat_1990_120
ROVERE ROBERTO	223	itapat_1990_33
PERCARIO GIUSEPPE SAN DONATO MILANESE MILANO BELARDINELLI BENITO SAN GIULIANO MILANESE MILANO BENITO	2931	itapat_1977_2
VILLANI VITTORIO A DONNAZ, AOSTA	729	itapat_1969_2
VILLANI VITTORIO A DONNAZ AOSTA	5883	itapat_1968_3
MASALA MARIO A DORGALI,NUORO	1881	itapat_1985_1
ZANI GIOVANNI DANIELE MAURIZIO	321	itapat_1990_98
SORDI MAURIZIO CILAVEGNA (PV) CANEVARI GIUSEPPE DORNO (PV)	1737	itapat_1987_3
FERRARI LUCIANO LOCATELLI FERDINANDO A DOSSON DI CASIER TREVISO	3998	itapat_1983_2
PORCELLINI GIUSEPPE	568	itapat_1990_50
TISACCHI GIOVANNI DOVERA	3905	itapat_1981_1
CIPOLLA RENZO A DRESANO MILANO GASPARINI ROBERTO A MILANO	6301	itapat_1968_1
DONINI IPPOLITO GIUSEPPE A DUCENTOLA DI VOGHIERA FERRARA	1222	itapat_1988_2
BARBIERI GIOVANNI A DUEVILLE VICENZA	37	itapat_1987_1
BARBIERI GIOVANNI A DUEVILLE VICENZA	2184	itapat_1984_1
BARBIERI GIOVANNI A DUEVILLE VICENZA	269	itapat_1981_1
TAMAGNI GIUSEPPE A EDOLO BRESCIA	5460	itapat_1968_4
BETTARINI RICCARDO GATTI MARCO EMPOLI FI VIA DI PIAZZANO, 5 FIRENZE VIA JACOPO NARDI, 46	724	itapat_1987_1
A EMPOLI FIRENZE BOLLINI CARLO	6712	itapat_1970_4
BOLLINI CARLO A EMPOLI FIRENZE	198	itapat_1971_4
BOLLINI CARLO AD EMPOLI FIRENZE	5559	itapat_1970_3
ARRIGHI ELIO E BARBIERI PIETRO A CORTENUOVA EMPOLI FIRENZE	5246	itapat_1970_4
PELLEGRINI MARCO EMPOLI FI VIA LIGABUE 4	1336	itapat_1988_1
LATINI MAURO A EMPOLI FIRENZE	7856	itapat_1972_2
SIGNORELLI GIUSEPPE	868	itapat_1990_68
LUIGI TERRANEO DI GIOVANNA TERRANEO E C. S.A.S. A ERBA COMO	5309	itapat_1971_1
LUIGI TERRANEO DI GIOVANNA TERRANEO E C. S.A.S. A ERBA COMO	1536	itapat_1969_2
ABELLO GIUSEPPE	807	itapat_1990_133
S.A.S. LUIGI TERRANEO DI GIOVANNA TERRANEO E C. A ERBA COMO	1363	itapat_1969_3
TERRANEO E C. S.A.S. LUIGI TERRANEO DI GIOVANNA A ERBA COMO	7579	itapat_1969_3
LUIGI TERRANEO DI GIOVANNA TERRANEO E C. S.A.S. A ERBA COMO	6790	itapat_1970_2
S.A.S. LUIGI TERRANEO DI GIOVANNA TERRANEO E C. A ERBA COMO	1208	itapat_1969_3
TERRANEO LUIGI DI TERRANEO GIOVANNA E C. S.A.S. A ERBA COMO	3864	itapat_1970_1
DITTA LUIGI TERRANEO DI G. E C. TERRANEO A ERBA COMO	7524	itapat_1969_1
LUIGI TERRANEO DI GIOVANNA TERRANEO E C. S.A.S. A ERBA COMO	4628	itapat_1970_2
LUIGI TERRANEO DI GIOVANNA TERRANEO E C. S.A.S. A ERBA COMO	6187	itapat_1971_4
CAPPELLETTI DARIO TORNAGHI LUIGI A ERBA COMO	3490	itapat_1975_1
FRIGERIO GIOVANNI A CREVENNA D ERBA, COMO	5969	itapat_1972_1
DITTA LUIGI TERRANEO DI G. E C. TERRANEO A ERBA COMO	7523	itapat_1969_1
